title,author,image,download_link,pages,publisher,year,language,file,Price,Used_Price,Condition
"Операционные усилители и линейные интегральные схемы. (Operational amplifiers and linear integrated circuits, 1977) ",Р.Кофлин,https://covers.zlibcdn2.com/covers100/books/a2/55/d6/a255d601072256d0946c32868b32ad25.jpg,https://1lib.in/dl/2405339/1a2694,317.0,Мир,1979.0,russian,"DJVU, 5.43 MB",929.87,726.59,Like New
Circuite integrate lineare. Manual de utilizare. Vol. IV  ,M. Bodea,https://covers.zlibcdn2.com/covers100/books/cb/1a/b3/cb1ab3065e6df6b39f4c0499ade05a05.jpg,https://1lib.in/dl/1210962/8e0582,392.0,Editura Tehnică,1985.0,"romanian,moldavian,moldovan","PDF, 8.78 MB",739.12,388.43,Good
The Science of Effective Communication,Ian Tuhovsky,https://covers.zlibcdn2.com/covers100/books/3d/a1/f5/3da1f59bb50a56350723fe0dc31e28c0.jpg,https://1lib.in/dl/3598072/60d4dc,160.0,Amazon Digital Services LLC,2017.0,english,"EPUB, 664 KB",871.21,536.39,Very Good
Modern Digital and Analog Communication Systems,B. P. Lathi,https://covers.zlibcdn2.com/covers100/books/c2/f4/7d/c2f47de45fb79fb8d8fc3d2ae1844b7a.jpg,https://1lib.in/dl/3437214/e0c8ef,928.0,Oxford University Press,2009.0,english,"PDF, 29.48 MB",826.29,430.75,Good
SIMULATION OF DIGITAL COMMUNICATION SYSTEMS USING MATLAB,Mathuranathan  Viswanathan,https://covers.zlibcdn2.com/covers100/books/51/90/62/519062f4fc08e49e798812c6016f4908.jpg,https://1lib.in/dl/2514811/240b15,258.0,AMAZON,2014.0,english,"PDF, 10.08 MB",706.81,398.1,Good
Digital Communication Systems,Simon S. Haykin,https://covers.zlibcdn2.com/covers100/books/a2/f6/98/a2f6980579ed6f7872f9b4ad7bb1f914.jpg,https://1lib.in/dl/2208489/435519,800.0,Wiley,2013.0,english,"PDF, 15.93 MB",951.45,541.19,Good
"Digital Communications, 5th Edition  ",John G. Proakis,https://covers.zlibcdn2.com/covers100/books/00/4d/2b/004d2b83fb320bad1db9f4549c24dfb8.jpg,https://1lib.in/dl/1160541/20e063,1170.0,McGraw-Hill,2007.0,english,"PDF, 24.21 MB",918.97,588.81,Very Good
Principles of digital communication,Robert G. Gallager,https://covers.zlibcdn2.com/covers100/books/c3/00/99/c3009936c76cd3bb69b4893bf2b18b22.jpg,https://1lib.in/dl/438226/d8a020,380.0,Cambridge University Press,2008.0,english,"PDF, 2.14 MB",863.38,501.25,Good
Digital Communication. Fundamentals and Application,Sklar Bernard.,https://covers.zlibcdn2.com/covers100/books/cf/28/3e/cf283ee4a1493af8eb551d0cd3b0a1d8.jpg,https://1lib.in/dl/3081733/970337,,,,english,"PDF, 73.16 MB",940.23,498.6,Good
Principles of Digital Communication: A Top-Down Approach,Bixio Rimoldi,https://covers.zlibcdn2.com/covers100/books/a9/0c/54/a90c54dd49260e5670b3958d7dd57791.jpg,https://1lib.in/dl/2880774/a46491,269.0,Cambridge University Press,2016.0,english,"PDF, 2.21 MB",946.92,521.04,Good
Introduction to Digital Signal Processing using MatLab with Application to Digital Communications,K.S. Thyagarajan,https://covers.zlibcdn2.com/covers100/books/38/9b/cc/389bcc09480bce1de8cd38c78fcd083e.jpg,https://1lib.in/dl/3514519/6aaf95,508.0,Springer,2019.0,english,"PDF, 20.13 MB",883.35,480.7,Good
Modeling of Digital Communication Systems Using SIMULINK,Arthur A. Giordano,https://covers.zlibcdn2.com/covers100/books/b3/84/fd/b384fdebd751c693b52fd6e71ddc86b3.jpg,https://1lib.in/dl/2516992/95c5fe,408.0,Wiley,2015.0,english,"PDF, 10.61 MB",934.81,740.3,Like New
A Foundation in Digital Communication,Amos Lapidoth,https://covers.zlibcdn2.com/covers100/books/3d/f9/fb/3df9fbccd515f46155d571884015dbdb.jpg,https://1lib.in/dl/3410939/1519eb,916.0,Cambridge University Press,2017.0,english,"PDF, 5.44 MB",878.99,639.72,Like New
Media & Culture  2016 Update: Mass Communication in a Digital Age,Richard Campbell,https://covers.zlibcdn2.com/covers100/books/4b/8a/4b/4b8a4b978b3499bf51f2cdd191c1b26d.jpg,https://1lib.in/dl/3409211/05d639,672.0,Bedford / St. Martin’s,2017.0,english,"PDF, 31.20 MB",872.06,689.21,Like New
Digital Life on Instagram: New Social Communication of Photography,Elisa Serafinelli,https://covers.zlibcdn2.com/covers100/books/75/02/4b/75024bc979ea8e54c4ba7f702208da9f.jpg,https://1lib.in/dl/3680680/5969ba,240.0,Emerald Publishing Limited,2018.0,english,"PDF, 2.78 MB",847.44,535.52,Very Good
"Messages: The communication skills book: Improve your relationships & personal effectiveness by mastering: body language, couples communication, assertiveness, digital communication, public speaking, self-disclosure, active listening, influencing others",Matthew McKay,https://covers.zlibcdn2.com/covers100/books/3d/0e/4f/3d0e4f34e8750c9735289648e3cca3d3.jpg,https://1lib.in/dl/5556786/5009e3,324.0,New Harbinger Publications,2018.0,english,"PDF, 3.74 MB",901.09,525.8,Good
Solutions Manual for Modern Digital and Analog Communication Systems,B.P. Lathi,https://covers.zlibcdn2.com/covers100/books/70/ab/90/70ab90296fda621cf5d61ac517853a78.jpg,https://1lib.in/dl/843958/238f39,155.0,,,english,"PDF, 3.90 MB",663.44,490.61,Like New
Digital Communication Systems Engineering with Software-Defined Radio,Di Pu,https://covers.zlibcdn2.com/covers100/books/29/a8/98/29a89818a58d36a6a020727d541036a3.jpg,https://1lib.in/dl/3553834/2a7619,,Artech House,2013.0,english,"PDF, 15.59 MB",952.35,569.39,Good
An Introduction to Analog and Digital Communications,Simon S. Haykin,https://covers.zlibcdn2.com/covers100/books/4b/6f/11/4b6f112804d2cf17b78d7adb663346c8.jpg,https://1lib.in/dl/5101846/df5458,540.0,Wiley,2006.0,english,"PDF, 6.96 MB",948.74,559.58,Good
The Key Logger: A Forbidden Glimpse into the True Nature of Women,Nicholas Jack,https://covers.zlibcdn2.com/covers100/books/07/0e/9f/070e9f8e014a695ac1d27188cf6e7cb7.jpg,https://1lib.in/dl/3362166/aced73,92.0,Amazon Digital Services,2013.0,english,"PDF, 792 KB",611.7,348.52,Good
"Introduction to Strategic Public Relations: Digital, Global, and Socially Responsible Communication",Janis Teruggi Page,https://covers.zlibcdn2.com/covers100/books/87/4c/f3/874cf327889d02406534a5b62d287754.jpg,https://1lib.in/dl/5005721/ade083,496.0,"Sage Publications, Inc",2018.0,english,"PDF, 16.85 MB",930.33,501.36,Good
Introduction to Digital Communication Systems  ,Krzysztof Wesolowski,https://covers.zlibcdn2.com/covers100/books/1f/25/93/1f25936686b3f388bfee4972dab0b900.jpg,https://1lib.in/dl/1168289/1af9e6,579.0,John Wiley and Sons,2009.0,english,"PDF, 4.01 MB",651.55,375.9,Good
Discrete-Time Signal Processing (3rd Edition),Alan V. Oppenheim,https://covers.zlibcdn2.com/covers100/books/f6/00/60/f600601606f66e82537bc3f0463bc1b4.jpg,https://1lib.in/dl/1241488/cc7b0a,1108.0,Prentice Hall,2009.0,english,"PDF, 73.08 MB",734.05,445.27,Very Good
"Discrete-Time Signal Processing, Solution manual",Alan V. Oppenheim,https://covers.zlibcdn2.com/covers100/books/f5/a9/4e/f5a94e5371fb232a0640060c0b550700.jpg,https://1lib.in/dl/3713283/2c80cf,926.0,Pearson Education,2010.0,english,"PDF, 113.68 MB",897.4,630.15,Like New
Prentice Discrete-Time Digital Signal Processing,Oppenheim,https://covers.zlibcdn2.com/covers100/books/5f/fe/ea/5ffeeae22219755874bd2d034fc148b8.jpg,https://1lib.in/dl/639387/80b404,895.0,Prentice-Hall ,,english,"PDF, 7.85 MB",664.3,344.62,Good
Probability and random processes: using MATLAB with applications to continuous and discrete time systems,Donald G. Childers,https://covers.zlibcdn2.com/covers100/books/87/b9/c7/87b9c7218ac21ffdb2b9426230853d30.jpg,https://1lib.in/dl/538654/694810,443.0,Richard D Irwin,1997.0,english,"PDF, 20.16 MB",927.19,522.15,Good
Discrete-Time Signal Processing,Buck J. R.,https://covers.zlibcdn2.com/covers100/books/fa/0b/d4/fa0bd402f8967bd4b158d406d975dada.jpg,https://1lib.in/dl/493550/e24500,870.0,,1998.0,english,"RAR, 7.19 MB",932.85,692.83,Like New
Discrete-Time Signal Processing,Alan V Oppenheim,https://covers.zlibcdn2.com/covers100/books/f4/63/f6/f463f6828ce5da6bfee3860d96886f39.jpg,https://1lib.in/dl/2858015/142f2c,1060.0,Pearson Education,2014.0,english,"PDF, 24.66 MB",802.99,436.89,Good
Discrete Time Speech Signal Processing,Thomas F. Quatieri,https://covers.zlibcdn2.com/covers100/books/fd/b8/10/fdb810b81ee853009414600900deaf98.jpg,https://1lib.in/dl/647498/fd4188,800.0,Prentice Hall,2001.0,english,"DJVU, 14.90 MB",602.55,363.21,Very Good
Oppenheim's Discrete Time Signal Processing text,,https://covers.zlibcdn2.com/covers100/books/a7/83/67/a783679fb1a619bfdbbce6f7bd7a9c32.jpg,https://1lib.in/dl/552606/06debb,474.0,,,english,"PDF, 7.33 MB",714.82,542.83,Like New
Discrete-time signal processing,Buck,https://covers.zlibcdn2.com/covers100/books/86/7a/fe/867afe43df90abd1b75891dee60c1a80.jpg,https://1lib.in/dl/5878152/e98ab5,1108.0,Prentice Hall,2010.0,english,"PDF, 11.88 MB",846.77,462.74,Good
Discrete-Time Processing of Speech Signals (IEEE Press Classic Reissue),John R. Deller Jr.,https://covers.zlibcdn2.com/covers100/books/fd/dc/27/fddc271ad5b577845f7dea43b5f5bd81.jpg,https://1lib.in/dl/867064/7f8677,919.0,,1999.0,english,"PDF, 57.75 MB",992.47,520.87,Good
Discrete-Time Signal Processing,Alan V. Oppenheim,https://covers.zlibcdn2.com/covers100/books/d3/e5/0d/d3e50dfdd7538c77f96bdc54990fe431.jpg,https://1lib.in/dl/2657477/14d850,1137.0,Prentice Hall,2010.0,english,"PDF, 10.66 MB",852.73,550.32,Very Good
Discrete-Time Signal Processing ,Alan V. Oppenheim,https://covers.zlibcdn2.com/covers100/books/50/dd/cd/50ddcdf33ef65657fdf226d403a169b9.jpg,https://1lib.in/dl/601087/0bf3cc,474.0,Prentice Hall,1999.0,english,"PDF, 7.56 MB",703.92,415.82,Good
Discrete-Time Signal Processing,Alan V. Oppenheim,https://covers.zlibcdn2.com/covers100/books/ce/b8/f6/ceb8f6e1e7e8077697105530229ae1a7.jpg,https://1lib.in/dl/445536/64be3e,,Prentice Hall,1999.0,english,"DJVU, 5.99 MB",853.6,571.08,Very Good
Discrete-time Signal Processing: An Algebraic Approach,Darrell Williamson PhD (auth.),https://covers.zlibcdn2.com/covers100/books/38/75/b8/3875b8e873c774b79018213c7cafc153.jpg,https://1lib.in/dl/2092774/91841c,421.0,Springer-Verlag London,1999.0,english,"PDF, 12.88 MB",815.99,604.76,Like New
Joint Source-Channel Coding of Discrete-Time Signals with Continuous Amplitudes (Communications and Signal Processing),Norbert Goertz,https://covers.zlibcdn2.com/covers100/books/11/17/b6/1117b6c8cffb70ad212a0d16df75d2c0.jpg,https://1lib.in/dl/1089898/5ead93,207.0,Imperial College Press,2007.0,english,"PDF, 4.49 MB",911.94,493.49,Good
Discrete-Time Signal Processing Solutions,Alan V. Oppenheim,https://covers.zlibcdn2.com/covers100/books/8c/03/5a/8c035a4d6f0a1146d42e3421ed5466e0.jpg,https://1lib.in/dl/2725444/102223,474.0,,,english,"PDF, 7.38 MB",642.79,433.38,Very Good
Signals And Systems - Discrete Time Signal Processing,Allan V Oppenheim,https://covers.zlibcdn2.com/covers100/books/b7/d4/16/b7d41683c5f622f3989d72db1a5cc1fe.jpg,https://1lib.in/dl/637660/1d7b02,402.0,Prentice-Hall,,english,"PDF, 41.13 MB",904.41,589.36,Very Good
Discrete-Time Signal Processing,Alan V. Oppenheim,https://covers.zlibcdn2.com/covers100/books/f6/61/47/f66147f851345e930819e908ae8cc78b.jpg,https://1lib.in/dl/699989/1d67dc,897.0,Prentice Hall,1999.0,english,"PDF, 7.67 MB",816.51,443.55,Good
Discrete Time Signal Processing,,https://covers.zlibcdn2.com/covers100/books/0b/89/27/0b89271a2ed8eef717174cfed7ac67d6.jpg,https://1lib.in/dl/601086/fa369a,18.0,,,english,"RAR, 7.19 MB",985.2,677.03,Very Good
Discrete Time Signal Processing,Oppenheim & Schafer,https://covers.zlibcdn2.com/covers100/books/46/5a/ba/465aba9e94218f8e8e6aa3963e898eee.jpg,https://1lib.in/dl/652710/4a27f7,897.0,Prentice Hall of India,2008.0,english,"PDF, 7.77 MB",736.75,428.86,Good
Data and Computer Communications,William Stallings,https://covers.zlibcdn2.com/covers100/books/11/bf/65/11bf6591f3bd2f6a4430131aa2132842.jpg,https://1lib.in/dl/2701626/3b9c73,912.0,Pearson,2013.0,english,"PDF, 60.80 MB",853.05,551.37,Very Good
Wireless Communication Networks and Systems,Cory Beard,https://covers.zlibcdn2.com/covers100/books/0b/aa/7c/0baa7c61a19f6f8f0c6f24a5f84c76d1.jpg,https://1lib.in/dl/3413816/18c7f2,642.0,Pearson,2015.0,english,"PDF, 18.36 MB",972.81,510.42,Good
Data Communications and Network,Forouzan,https://covers.zlibcdn2.com/covers100/books/3d/f5/e1/3df5e1e3c1d82f75afd6f9c269905c5a.jpg,,,McGraw-Hill,2013.0,english,"PDF, 65.35 MB",641.0,408.88,Very Good
"Building Wireless Sensor Networks: with ZigBee, XBee, Arduino, and Processing",Robert Faludi,https://covers.zlibcdn2.com/covers100/books/54/77/c0/5477c0ca5deed4ae2e3bb85834e53351.jpg,,,O'Reilly Media,2010.0,english,"PDF, 40.06 MB",974.89,577.08,Good
Industrial Sensors and Controls in Communication Networks: From Wired Technologies to Cloud Computing and the Internet of Things,Dong-Seong Kim,https://covers.zlibcdn2.com/covers100/books/a6/3a/65/a63a657c2f754e369324566ac4da53be.jpg,,,Springer International Publishing,2019.0,english,"PDF, 10.52 MB",875.15,653.49,Like New
Data Communications and Networking ,Behrouz A. Forouzan,https://covers.zlibcdn2.com/covers100/books/0f/a2/70/0fa2702b9653a8260e0dd110cdc8ae13.jpg,,,McGraw-Hill Higher Education,2007.0,english,"PDF, 10.83 MB",627.13,324.28,Good
"Network Modeling, Simulation And Analysis In MATLAB: Theory And Practices",Dac-Nhuong Le,https://covers.zlibcdn2.com/covers100/books/5a/6b/12/5a6b122270ed45d4d921acb0692aa504.jpg,,,Wiley-Scrivener,2019.0,english,"PDF, 10.70 MB",720.39,450.66,Very Good
5G-Enabled Vehicular Communications and Networking,Xiang Cheng,https://covers.zlibcdn2.com/covers100/books/ab/4b/db/ab4bdb41ba0493b5a4d77d45a4b94eed.jpg,,,Springer International Publishing,2019.0,english,"PDF, 8.03 MB",883.27,563.11,Very Good
"Game Theory, the Internet of Things and 5G Networks",Josephina Antoniou,https://covers.zlibcdn2.com/covers100/books/1e/d3/86/1ed38638761097c386dd99555d43a61a.jpg,https://1lib.in/dl/4998448/e45c49,118.0,"Springer, Cham",2019.0,english,"PDF, 1.64 MB",626.94,449.83,Like New
Wireless Communications,Andrea Goldsmith,https://covers.zlibcdn2.com/covers100/books/f2/66/75/f26675cb3890c7549281823fb2f6fa7f.jpg,https://1lib.in/dl/875482/5a7223,673.0,Cambridge University Press,2005.0,english,"PDF, 4.34 MB",832.87,559.93,Very Good
Fundamentals of Wireless Sensor Networks: Theory and Practice (Wireless Communications and Mobile Computing),Waltenegus Dargie,https://covers.zlibcdn2.com/covers100/books/f7/71/e9/f771e9a285613d9be21130e07f1ba923.jpg,https://1lib.in/dl/871822/2edd90,330.0,,2010.0,english,"PDF, 2.04 MB",738.35,516.97,Like New
"NETWORKING HACKING: Complete guide tools for computer wireless network technology, connections and communications system. Practical penetration of a network via services and hardware.",Karnel,https://covers.zlibcdn2.com/covers100/books/84/c8/5d/84c85d05a10e4f49ad71355b7554dbc5.jpg,https://1lib.in/dl/5457833/20a50f,,,2019.0,english,"EPUB, 7.90 MB",848.37,621.95,Like New
Communities and Networks: Using Social Network Analysis to Rethink Urban and Community Studies,,https://covers.zlibcdn2.com/covers100/books/50/64/82/506482060779089ba65596b62d0b014b.jpg,https://1lib.in/dl/3288959/ae169f,,,,english,"PDF, 4.48 MB",618.3,469.08,Like New
Wireless Communications and Networking for Unmanned Aerial Vehicles,Walid Saad,https://covers.zlibcdn2.com/covers100/books/52/01/ef/5201efb55c15b880212a04ebb4379d9f.jpg,https://1lib.in/dl/5437043/cc165e,,Cambridge University Press,2020.0,english,"PDF, 7.61 MB",948.61,563.63,Good
UNIX Network Programming: Interprocess Communications,W. Richard Stevens,https://covers.zlibcdn2.com/covers100/books/15/41/bd/1541bd224d292c30573e864db3959d59.jpg,https://1lib.in/dl/656980/491309,,Prentice Hall PTR,,english,"PDF, 18.90 MB",989.4,654.4,Very Good
Business Communication: Developing Leaders for a Networked World,Peter W. Cardon,https://covers.zlibcdn2.com/covers100/books/69/ae/d3/69aed335bba122d85e4161cb00e89f9e.jpg,https://1lib.in/dl/5007171/83cc65,608.0,McGraw-Hill Education,2017.0,english,"PDF, 46.54 MB",987.55,742.67,Like New
Handbook of Fiber Optic Data Communication. A Practical Guide to Optical Networking,Casimer DeCusatis (Eds.),https://covers.zlibcdn2.com/covers100/books/13/e0/90/13e090c5c3d67e1b98b7552dda0f2bb5.gif,https://1lib.in/dl/2204913/7ce995,499.0,Academic Press,2013.0,english,"PDF, 20.46 MB",899.86,717.04,Like New
"A Networked Self: Identity, Community, and Culture on Social Network Sites",Zizi Papacharissi,https://covers.zlibcdn2.com/covers100/books/1b/d8/e2/1bd8e2377d032965057bf043217106d8.jpg,https://1lib.in/dl/783274/92f6dd,337.0,Routledge,2010.0,english,"PDF, 2.00 MB",652.03,500.01,Like New
MIMO Antenna Technology for Wireless Communications,George Tsoulos,https://covers.zlibcdn2.com/covers100/books/a2/8d/08/a28d08c700f1bbc2797d8014354a74dd.jpg,https://1lib.in/dl/491785/7ed7ac,395.0,CRC Press,2006.0,english,"PDF, 6.77 MB",903.31,552.32,Very Good
Data Communications and Networking Solution Manual  ,Behrouz Forouzan,https://covers.zlibcdn2.com/covers100/books/a6/1d/44/a61d44ab3ee0f81aa35770fb8660a299.jpg,https://1lib.in/dl/1201808/a44353,108.0,,,english,"PDF, 1.88 MB",609.83,340.62,Good
CMOS VLSI Design: A Circuits and Systems Perspective (4th Edition)    ,Neil H. E. Weste,https://covers.zlibcdn2.com/covers100/books/51/bd/9c/51bd9c7e9e62df12b1122c9b874dbfac.jpg,https://1lib.in/dl/1226732/0c1d6c,867.0,Addison Wesley,2010.0,english,"PDF, 13.83 MB",608.85,393.81,Very Good
"CMOS: Circuit Design, Layout, and Simulation ",R. Jacob Baker,https://covers.zlibcdn2.com/covers100/books/43/29/1c/43291cc121fffef6353cfb81a24dc3ba.jpg,https://1lib.in/dl/762588/6cadcd,1214.0,Wiley-IEEE Press,2010.0,english,"PDF, 21.44 MB",729.44,527.01,Like New
CMOS Digital Integrated Circuits Analysis & Design,Sung-Mo (Steve) Kang,https://covers.zlibcdn2.com/covers100/books/cc/24/d0/cc24d04b80feac6ec726f8b415391a91.jpg,https://1lib.in/dl/906687/298783,683.0,WCB McGraw-Hill,2003.0,english,"PDF, 10.13 MB",795.46,515.28,Very Good
Device Modeling for Analog and RF CMOS Circuit Design,Trond Ytterdal,https://covers.zlibcdn2.com/covers100/books/dc/a6/0f/dca60fe36b6c7cbfbef93d6ab3b217f9.jpg,https://1lib.in/dl/466549/0f9c1a,308.0,Wiley,2003.0,english,"PDF, 3.82 MB",908.16,585.72,Very Good
Digital VLSI Systems Design: A Design Manual for Implementation of Projects on FPGAs and ASICs Using Verilog,Seetharaman Ramachandran,https://covers.zlibcdn2.com/covers100/books/7c/61/23/7c61231e9404532247678bf2186ebb41.jpg,https://1lib.in/dl/833965/71de16,709.0,Springer,2007.0,english,"PDF, 17.88 MB",873.32,656.27,Like New
Digital Integrated Circuit Design: From VLSI Architectures to CMOS Fabrication,Hubert Kaeslin,https://covers.zlibcdn2.com/covers100/books/b6/f8/bb/b6f8bbf266e3e3f66a04b4f6df721ce3.jpg,https://1lib.in/dl/609579/1a34fb,879.0,Cambridge University Press,2008.0,english,"PDF, 11.86 MB",778.36,473.57,Very Good
Digital Design Using VHDL: A Systems Approach,William J Dally,https://covers.zlibcdn2.com/covers100/books/54/b3/b5/54b3b5a8bb72324455efe3a045e04441.jpg,https://1lib.in/dl/3587158/07b3a7,,Cambridge University Press,2016.0,english,"EPUB, 11.57 MB",709.45,537.72,Like New
Basics of CMOS Cell Design,Etienne Sicard,https://covers.zlibcdn2.com/covers100/books/f9/77/69/f97769f9ef747e79b7f60b4fa0e070cf.jpg,https://1lib.in/dl/498838/dfd7ee,449.0,McGraw-Hill Professional,2007.0,english,"PDF, 14.62 MB",998.85,621.33,Very Good
Top-Down Digital VLSI Design: From Architectures to Gate-Level Circuits and FPGAs,Hubert Kaeslin,https://covers.zlibcdn2.com/covers100/books/b4/ae/b8/b4aeb861aae7e9ba4ce48d70a0bd7548.jpg,https://1lib.in/dl/2569291/f0ee82,598.0,Morgan Kaufmann,2014.0,english,"PDF, 21.07 MB",770.47,461.1,Good
CMOS Analog Design Using All-Region MOSFET Modeling,Márcio Cherem Schneider,https://covers.zlibcdn2.com/covers100/books/96/8f/25/968f25ade4465b48391a0b93d761b641.jpg,https://1lib.in/dl/951244/babacc,506.0,,2010.0,english,"PDF, 17.27 MB",780.55,496.58,Very Good
Basic VLSI Design,Douglas A. Pucknell,https://covers.zlibcdn2.com/covers100/books/0a/ba/fa/0abafaf953d31f6b1d49eac56973f75c.jpg,https://1lib.in/dl/2616038/12c6a4,491.0,,,english,"PDF, 169.56 MB",665.45,484.94,Like New
VLSI Chip Design with the Hardware Description Language VERILOG: An Introduction Based on a Large RISC Processor Design,Prof. Dr. Ulrich Golze (auth.),https://covers.zlibcdn2.com/covers100/books/0c/26/be/0c26be21c7809494d7dc2ab633c342cd.jpg,https://1lib.in/dl/2304061/ae8ced,360.0,Springer-Verlag Berlin Heidelberg,1996.0,english,"PDF, 15.90 MB",917.92,493.66,Good
"CMOS Circuit Design, Layout, and Simulation, ",R. Jacob  Baker,https://covers.zlibcdn2.com/covers100/books/af/e3/1b/afe31be37189ec48df9c03753a05a51c.jpg,https://1lib.in/dl/697419/c2ee7c,537.0,Wiley-IEEE Press,2004.0,english,"PDF, 21.25 MB",877.47,490.44,Good
Advanced CMOS Cell Design,Etienne Sicard,https://covers.zlibcdn2.com/covers100/books/37/93/45/37934573f16f4b0d183dfe70386f0658.jpg,https://1lib.in/dl/498839/6fdeb3,383.0,McGraw-Hill Professional,2007.0,english,"PDF, 36.44 MB",688.31,540.62,Like New
Machine Learning in VLSI Computer-Aided Design,Ibrahim (Abe) M. Elfadel,https://covers.zlibcdn2.com/covers100/books/64/2c/74/642c7459753dd2315a391fa6173242d1.jpg,https://1lib.in/dl/4982228/2fe917,,Springer International Publishing,2019.0,english,"PDF, 23.78 MB",632.95,349.8,Good
"RF CMOS Power Amplifiers: Theory, Design and Implementation",Hella M.M.,https://covers.zlibcdn2.com/covers100/books/71/96/f0/7196f0c9a05566873d14aa44b82bf378.jpg,https://1lib.in/dl/461635/4a94e9,111.0,,2001.0,english,"PDF, 4.48 MB",872.2,584.65,Very Good
Low Power VLSI Design: Fundamentals,Angsuman Sarkar,https://covers.zlibcdn2.com/covers100/books/bf/07/f2/bf07f269338b4440a86b7ec220ab138f.jpg,https://1lib.in/dl/2949725/e477df,466.0,Walter de Gruyter,2016.0,english,"EPUB, 19.51 MB",861.8,580.68,Very Good
CMOS Mixed-Signal Circuit Design ,R. Jacob Baker,https://covers.zlibcdn2.com/covers100/books/5a/1d/85/5a1d855f2364bd1779c7abd9529d0575.jpg,https://1lib.in/dl/2406708/9c6c02,517.0,Wiley-IEEE Press,2002.0,english,"DJVU, 6.81 MB",709.3,458.84,Very Good
Digital VLSI Chip Design with Cadence and Synopsys CAD Tools,Erik Brunvand,https://covers.zlibcdn2.com/covers100/books/34/0c/8a/340c8a27036b5d75e5f271d0d3dac671.jpg,https://1lib.in/dl/2719444/e4356a,425.0,,2006.0,english,"PDF, 12.82 MB",980.35,679.8,Very Good
Design Methodology for RF CMOS Phase Locked Loops,Carlos Quemada,https://covers.zlibcdn2.com/covers100/books/7e/64/10/7e64104746189f9f48dbdbb5baff77a0.jpg,https://1lib.in/dl/832088/d90b90,226.0,,2009.0,english,"PDF, 3.75 MB",660.42,375.74,Good
Wireless Communication Networks and Systems,Cory Beard,https://covers.zlibcdn2.com/covers100/books/0b/aa/7c/0baa7c61a19f6f8f0c6f24a5f84c76d1.jpg,https://1lib.in/dl/3413816/18c7f2,642.0,Pearson,2015.0,english,"PDF, 18.36 MB",772.93,514.62,Very Good
Fundamentals of Wireless Communication,David Tse,https://covers.zlibcdn2.com/covers100/books/70/10/d0/7010d0a3a40f9335b63735114f2ed017.jpg,https://1lib.in/dl/465914/16dfca,647.0,Cambridge University Press,2005.0,english,"PDF, 4.78 MB",977.45,597.86,Very Good
5G Mobile and Wireless Communications Technology,Afif Osseiran,https://covers.zlibcdn2.com/covers100/books/7e/5e/da/7e5eda99c9a1a8a65d6842e0edbef522.jpg,https://1lib.in/dl/2928839/69f3ec,410.0,Cambridge University Press,2016.0,english,"PDF, 27.79 MB",767.89,536.37,Very Good
Machine Learning for Future Wireless Communications,Fa-Long Luo,https://covers.zlibcdn2.com/covers100/books/43/01/da/4301da2d8baba1bbd8b2b3fed7aa5235.jpg,https://1lib.in/dl/5332094/ec2252,,Wiley-IEEE,2020.0,english,"PDF, 18.79 MB",855.41,463.95,Good
"Building Wireless Sensor Networks: with ZigBee, XBee, Arduino, and Processing",Robert Faludi,https://covers.zlibcdn2.com/covers100/books/54/77/c0/5477c0ca5deed4ae2e3bb85834e53351.jpg,https://1lib.in/dl/825345/23a185,321.0,O'Reilly Media,2010.0,english,"PDF, 40.06 MB",759.04,509.52,Very Good
New Directions in Wireless Communications Systems: From Mobile to 5G,Athanasios G. Kanatas,https://covers.zlibcdn2.com/covers100/books/86/97/ce/8697cec6400375f661af7048fc436982.jpg,https://1lib.in/dl/3419200/714c8f,561.0,CRC Press,2018.0,english,"PDF, 27.30 MB",709.69,394.29,Good
RF and Microwave Engineering: Fundamentals of Wireless Communications,Frank Gustrau,https://covers.zlibcdn2.com/covers100/books/2c/5b/e1/2c5be18659124c1da54ed54774ae68e5.jpg,https://1lib.in/dl/2696805/053859,360.0,Wiley,2012.0,english,"PDF, 4.76 MB",993.59,579.85,Good
MIMO-OFDM Wireless Communications with MATLAB,Yong Soo Cho,https://covers.zlibcdn2.com/covers100/books/2b/53/81/2b53816a934da0e154a5ea3f5d8f5670.jpg,,,Wiley,2010.0,english,"PDF, 5.00 MB",763.73,431.98,Good
Wireless Communications,Andrea Goldsmith,https://covers.zlibcdn2.com/covers100/books/f2/66/75/f26675cb3890c7549281823fb2f6fa7f.jpg,,,Cambridge University Press,2005.0,english,"PDF, 4.34 MB",957.64,531.35,Good
Fundamentals of Wireless Sensor Networks: Theory and Practice (Wireless Communications and Mobile Computing),Waltenegus Dargie,https://covers.zlibcdn2.com/covers100/books/f7/71/e9/f771e9a285613d9be21130e07f1ba923.jpg,,,,2010.0,english,"PDF, 2.04 MB",691.98,517.4,Like New
Wireless Communications: Principles and Practice,Theodore S. Rappaport,https://covers.zlibcdn2.com/covers100/books/de/cc/67/decc67f14368247cfdaa2c94d738afef.jpg,,,,2002.0,english,"DJVU, 12.25 MB",685.24,401.35,Good
Modelling the Wireless Propagation Channel: A simulation approach with Matlab (Wireless Communications and Mobile Computing),Fernando Perez Fontan,https://covers.zlibcdn2.com/covers100/books/59/fe/c3/59fec3a199eff88fb03c10848c413454.jpg,,,,2008.0,english,"PDF, 7.61 MB",612.45,476.57,Like New
